문장,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타혐오,악플/욕설,clean,source
원래는 직할시였으나 지방자치법에 의해 1995년에 현재와 같이 명칭을 변경하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
요르단강 서안 지구는 1948년 전쟁 이후 요르단에 귀속되어 있었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"마라라는 얼얼한 맛을 내는 중국 향신료를 이용해 만들며, 마라탕의 혀가 얼얼하게 마비되는 듯한 느낌은 마라에 화자오가 들어가기 때문이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"하지만 대부분의 경우, 세계 여성의 날은 여전히 여성의 자유, 참정권, 인권 등의 정치적 문제를 중심 주제로 삼고 있으며, 국제적인 여성들의 투쟁에서 이어지는 정치적, 사회적 자각을 잘 드러내주는 행사로 자리잡았다.",0,0,0,0,0,0,0,0,0,0,hatescore
교황은 로마의 주교이자 가톨릭 전체의 영적 지도자이며 바티칸 시국의 국가원수이다.,0,0,0,0,0,0,0,0,0,0,hatescore
신은 초자연적인 능력을 가진 절대적 존재를 말한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"일본은 선진국으로, 인간개발지수는 2015년 기준 세계 20위에서 2016년 세계 17위로 동아시아 국가 중에서 1위이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"2011년 부산고등검찰청 검사장을 지낸 뒤, 2011년 9월 19일부터 2013년 1월까지 법무법인 태평양 고문 변호사로 활동했다.",0,0,0,0,0,0,0,0,0,0,hatescore
그리고 다리를통해 싱가포르와 연결된다 말레이시아의 역사는 18세기부터 대영 제국의 식민지가 된 말레이 왕국으로 거슬러 올라간다.,0,0,0,0,0,0,0,0,0,0,hatescore
"해상 국경으로는 베트남과 인도네시아, 그리고 인도와 국경을 접하고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
기본적으로 이는 사람이 여러 인종으로 나뉘는 것이 의미가 있다고 생각하여 특정 인종에 대한 적대감을 드러내는 배타주의라고 할 수 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이렇듯 서민 생활과 직결되는 분야에서의 정책적 과오와 외교·안보에서의 실책으로 인해, 대통령 직무수행에 대한 여론 조사가 정례화 된 제6공화국 이래 노태우를 제치고 임기 평균 국정 지지율 최하위를 차지할 정도로 대중적인 지지가 부족했던 대통령으로, ""이게 다 노무현 때문이다"" 같은 유행어가 나올 정도로 재임 시 국민들에게 많은 원성을 듣고 대중적 인기가 부족했으며 적이 많았던 대통령으로 평가받는다.",0,0,0,0,0,0,0,0,0,0,hatescore
"이에 따라 새정치민주연합은 민주당의 126석과 새정치연합의 2석, 발기인 대회에 참여한 무소속 박주선, 강동원 의원을 합하여 총 130석의 원내 2당이 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"뉴욕, 런던과 함께 세계 3대 경제 수도로 불린다.",0,0,0,0,0,0,0,0,0,0,hatescore
불포화 지방은 자연에서 흔한 시스 지방과 자연에서 드문 트랜스 지방으로 나눌 수 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
조선시대에는 제주특별자치도까지 호남지방에 포함하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
이슬람의 대표적인 종파로는 전체 무슬림의 80~90%를 차지하는 수니파와 10-20%를 차지하는 시아파가 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
한국어의 외래어 표기법에서는 영어식 표기인 모슬렘이 표준어로 등재되어 있으나 모슬렘이라는 표기는 이슬람교도를 비하하는 의미가 있다는 지적이 있어 현재는 아랍어 원발음에 가까운 무슬림이라는 표기가 한국어권에서도 더 많이 통용되고 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이후 태국은 라마 5세의 재위기에 절대군주정으로 변모하였고, 힘을 키워 제1차 세계대전에도 참전하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
인종은 사회적 또는 생물적으로 구분되는 인간의 무리이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"국가재건사업을 추진하여 1968년부터 경부고속도로 기공 및 개통, 서울 지하철 기공 및 개통, 농촌의 현대화 운동이었던 새마을 운동, 대규모 중화학 공업 건설 및 육성, 민둥산의 기적인 산림녹화 사업, 식량 자급자족 실현 등 국가 근대화 정책을 추진하여 국가 발전의 기반을 마련하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
"트랜스젠더와 병역은 트랜스젠더에게 병역 의무를 부과할 지, 병역을 수행하고자 할 때 대상에서 제외할지, 군인으로 받아들인 트랜스젠더의 처우를 어떻게 해야 할 지에 대한 문제이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"여성가족부는 여성정책의 기획·종합, 여성의 권익증진 등 지위향상, 가족과 다문화 가족 정책의 수립·조정·지원, 건강가정사업을 위한 아동업무 및 청소년의 육성·복지·보호에 관한 사무를 관장하는 대한민국의 중앙행정기관이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"호르몬 치료, 유방의 확대 혹은 축소, 제모, 얼굴 여성화 수술, 얼굴 남성화 수술 등이 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"1970년대 말부터 아프가니스탄은 내전 상태에 빠진 상황이였으며, 1979년에 소비에트 연방의 아프가니스탄 침공과 2001년 미국 주도로 탈레반을 축출한 아프가니스탄 전쟁으로 외국의 점령을 겪게 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"1948년 5월 14일 이스라엘이 수립된 이후, 이웃 아랍 국가들은 다음 날 이스라엘을 침공해 이스라엘 군과 싸웠다.",0,0,0,0,0,0,0,0,0,0,hatescore
HIV는 바이러스를 말하며 에이즈는 면역이 결핍돼 나타나는 상태를 뜻한다.,0,0,0,0,0,0,0,0,0,0,hatescore
신안동은 대한민국 충청남도 천안시에 있는 행정 구역이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이러한 수치는 이후 이명박 정부의 2.9%와 박근혜 정부의 2.8%를 크게 상회하는 것이나, IMF의 발표 자료에 따르면 세계 경제성장률 대비 국내 경제성장률이 노무현 정부 -0.7%, 이명박 정부 +0.0%, 박근혜 정부 -0.5%로 나타났다.",0,0,0,0,0,0,0,0,0,0,hatescore
그 뒤 하나회의 지도세력의 일원으로 성장하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
인플레이션의 긍정적인 영향으로는 중앙은행이 실질 금리를 조정할수 있도록 보장함과 동시에 비 화폐 자본 프로젝트에 대한 투자를 장려한다는 것이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"일본의 전체 면적은 37만 7973 km²이며, 독일보다 조금 크다.",0,0,0,0,0,0,0,0,0,0,hatescore
"""차르""라는 말은 로마 제국의 부제를 뜻하는 라틴어 카이사르에서 유래했다.",0,0,0,0,0,0,0,0,0,0,hatescore
과메기의 재료가 되는 등푸른 생선은 불포화 지방산인 DHA와 EPA이 풍부하며 비타민 E를 다량 함유하고 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이로 인해 2개 편성 12량의 전동차가 모두 불타고 뼈대만 남았으며, 192명의 사망자와 6명의 실종자 그리고 148명의 부상자라는, 대구 상인동 가스 폭발 사고와 삼풍백화점 붕괴 사고 이후 최대 규모의 사상자가 발생했다.",0,0,0,0,0,0,0,0,0,0,hatescore
"해방 후 한국은 대한민국과 조선민주주의인민공화국으로 분단되었고, 양국의 대일 정책도 다소 달라지게 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
군형법상 추행죄에 따르면 동성애는 합의와 상관없이 동성관계가 '성폭행/가해'로 표시되고 최고 2년 징역형까지 처벌할 수 있는 것으로 간주되는 범죄로 규정돼 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"아랍어 사용자들은 유대교, 기독교 등 종교에 관계 없이 신을 지칭할 때 알라를 사용한다.",0,0,0,0,0,0,0,0,0,0,hatescore
일반적으로 농촌은 자연에 의존성이 크고 보수적이고 협동적이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"사우디아라비아 왕국은 1932년에 이븐 사우드에 의하여 건국되었는데, 그는 1902년부터 원정을 펼쳐 4개의 지방들을 하나의 국가로 묶었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"친일은 일본과 일본 문화, 일본어, 일본사, 일본인들에게 관심을 가지고 선호하는 감정을 말한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"인도네시아는 세계에서 명목 GDP로는 세계 16위 규모이며, PPP로 환산하였을 때에는 7순위이다.",0,0,0,0,0,0,0,0,0,0,hatescore
기독교 남녀평등주의자들은 기독교의 완전한 이해를 위해서는 여성의 기여가 필수적이라고 주장한다.,0,0,0,0,0,0,0,0,0,0,hatescore
또한 많은 곳에서 차별으로부터 법적으로 보호받지 못한다.,0,0,0,0,0,0,0,0,0,0,hatescore
2013년 독수독과이론에 의거해 의원직을 퇴직당했다가 2016년 20대 총선에서 당선되었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"성폭력이란 심리적, 물리적, 법적으로 타인에게 성과 관련해 위해를 가하는 폭력적 행위와 상대방의 의사에 반하는 성적인 접근을 통틀어 이르는 말로 대표적으로 강간과 성추행이 있으며, 그 밖에 사람의 심신상실 또는 항거불능의 상태를 이용한 준강간·준강제추행, 위계 또는 위력에 의한 아동·청소년이나 장애인 강간·성추행 등이 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"임신우울증의 원인은 몸매의 변화, 여성호르몬의 증가, 출산 또는 육아에 대한 부담 등을 들 수 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"세계의 언어 중 성조를 갖는 언어는 베트남어, 중국어, 태국어뿐이다.",0,0,0,0,0,0,0,0,0,0,hatescore
주류 유대교에서 개종은 권장되는 것은 아니며 어려운 일로 여겨지며 주로 유대인과 비유대인과의 결혼이 이에 해당된다.,0,0,0,0,0,0,0,0,0,0,hatescore
명명법은 사슬의 카보닐기가 아닌 쪽의 말단을 기준으로 한다.,0,0,0,0,0,0,0,0,0,0,hatescore
지역은 다양한 자연 환경과 인문 환경으로 구성되며 그 곳만의 고유한 성격인 지역성을 갖는다.,0,0,0,0,0,0,0,0,0,0,hatescore
2012년 7월 18일 원수로 진급했다.,0,0,0,0,0,0,0,0,0,0,hatescore
"그러나 이후 이집트 문명은 점차 쇠퇴를 거듭하기 시작하였으며, 그리스인, 페르시아인, 로마인, 아랍인, 오스만인, 누비아인들이 연이어 이집트를 침공하며 지배하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
대통령 직선제 실시에 따라 후임 노태우 대통령 취임 전까지 재직하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
이후 모스크바 공국 등 몽골에 세금을 바치던 연합체들이 나타나기 시작하였고 15세기 들어서야 모스크바 대공국 하에서 통합되었다.,0,0,0,0,0,0,0,0,0,0,hatescore
2016년 5월 9일 자신의 조선로동당 제1비서 직책을 폐지하고 조선로동당 위원장에 취임하면서 새로운 권력을 얻게 되었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"아카바 만을 건너서는 요르단이 있으며, 홍해를 사이에 두고 사우디아라비아와 마주보고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
인종차별은 그들이 인식하고 있거나 그렇다고 믿고 있는 ‘인종’을 근거로 다른 이들을 차별하는것을 말한다.,0,0,0,0,0,0,0,0,0,0,hatescore
1999년 선거법 위반으로 의원직을 상실 및 당선 무효가 된 후 미국에서 지내다가 정계에 복귀하여 제16·17·18대 국회의원을 지냈다.,0,0,0,0,0,0,0,0,0,0,hatescore
"2017년 3월 10일 헌법재판소에서 만장일치로 탄핵 소추안을 인용하면서 박근혜는 대통령직에서 파면, 헌정 사상 최초로 탄핵된 대통령이라는 불명예를 안았다.",0,0,0,0,0,0,0,0,0,0,hatescore
섹스는 다음을 가리킨다.,0,0,0,0,0,0,0,0,0,0,hatescore
"2020년 2월에는 자유한국당, 새로운보수당, 미래를 향한 전진 4.0을 포함한 중도·보수 단체들이 통합하여 탄생한 자유보수주의 정당인 미래통합당의 당 대표가 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"추미애는 대한민국 판사 출신 정치인으로, 현재 더불어민주당 제20대 대통령선거 예비후보이다. 판사 시절 김대중 전 대통령의 권유로 정계에 입문하였고 이후 제15·16·18-20대 국회의원과 제2대 더불어민주당 대표, 제67대 법무부장관을 역임하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
"대한민국의 대일본 수출은 396억7970만USD, 일본의 대대한민국 수출은 683억2017만USD에 달하여, 일본은 대한민국에 있어서 제3위의 수출국이자 제2위의 수입국이다.",0,0,0,0,0,0,0,0,0,0,hatescore
전 세계적으로 LGBT 인권 신장과 함께 이런 입장을 가지는 종교와 교단이 늘어나고 있는 추세이다.,0,0,0,0,0,0,0,0,0,0,hatescore
현재 자신의 지갑에 29만원 밖에 없다는 말을 한 것으로 알려졌다.,0,0,0,0,0,0,0,0,0,0,hatescore
미국은 태평양과 카리브 해에 해외 영토를 보유한다.,0,0,0,0,0,0,0,0,0,0,hatescore
사람에게는 α-리놀렌산과 리놀레산이라는 두 가지 필수 지방산이 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
발음을 표기할 때에는 한자에서 따온 주음부호와 로마자를 이용한 한어 병음이 사용된다.,0,0,0,0,0,0,0,0,0,0,hatescore
"또 인종, 민족, 위치, 사회 계급, 국적, 장애가 젠더와 섹슈얼리티에 어떤 영향을 미치는지도 분석한다.",0,0,0,0,0,0,0,0,0,0,hatescore
오늘날 쓰이는 꾸란은 이 정본을 원본으로 삼고 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"시진핑은 중화인민공화국의 최고지도자로 공산당 총서기, 중앙군사위원회 주석, 중화인민공화국의 주석 등의 직책을 맡고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"전역은 '국가와 국가, 또는 교전 단체 사이에 무력을 사용하여 싸움.. 영어로는 'Military Campaign'을 사용한다. 전역은 '전쟁이 벌어지는 지리상의 구역' 즉 '전쟁 구역'을 줄여 이르는 말이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"이후 특활비·공천개입 사건이 분리되어 공천개입은 징역 2년이 먼저 확정되고, 특활비 사건은 최순실 등과 병합되고 감형되어 징역 20년이 확정되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"본래적 의미에 따른 부권제 사회의 사례로는 고대 그리스-로마, 고대 이스라엘 왕국 등이 있으며, 이러한 사회에서는 가부장을 제외한 가족 구성원들이 가부장의 소유물과 같이 취급되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
편견은 편향된 견해이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"시청 소재지는 서구 치평동이고, 행정 구역은 5구 95동이다.",0,0,0,0,0,0,0,0,0,0,hatescore
그들은 정치적이고 법적인 개혁을 통해 성적 평등을 얻고자 고군분투한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"과거에 여성 정책의 기획·종합, 가정 폭력·성폭력 방지 및 피해자 보호, 성매매 방지 및 피해자 보호, 여성의 권익 증진 등 여성의 지위 향상, 가족 정책의 수립·조정·지원 및 영유아 보육에 관한 사무를 관장하는 중앙 행정 기관인 여성가족부가 존재했었다.",0,0,0,0,0,0,0,0,0,0,hatescore
뉴욕은 1789년부터 1791년까지 미국의 공식적인 수도였다.,0,0,0,0,0,0,0,0,0,0,hatescore
꾸란은 까라아라는 동사에서 파생된 명사로 '읽기’라는 뜻을 지닌다.,0,0,0,0,0,0,0,0,0,0,hatescore
"탄핵 후에는 곧바로 3월 21일 검찰에 소환되어 대한민국의 전직 대통령 중 전두환, 노태우, 노무현에 이어 네 번째로 검찰 수사를 받았고, 3월 31일에는 구속영장이 발부되어 서울구치소에 수감되면서 전두환, 노태우에 이어 세 번째로 구속된 전직 대통령이 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"불가리아 제1제국: 913년-1018년 불가리아 제2제국: 1185년-1396년 세르비아 제국: 1346년-1371년 러시아 차르국: 1547년-1721년  불가리아 차르국: 1908년-1946년최초로 ""차르""를 칭한 군주는 불가리아 제1제국의 시메온 1세다.",0,0,0,0,0,0,0,0,0,0,hatescore
친중 또는 친중파는 중국을 중요시하는 외교 정책을 펼치는 것을 의미한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"그러나, 프랑스는 베트남의 독립을 인정하지 않았고, 프랑스와 베트남은 제1차 인도차이나 전쟁을 벌이게 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"최근에, 이렇게 동서양을 막론하고 종교적 초월존재를 인정하는 민족들마다 유일신과 범신 관념이 혼재되고 혼동되어온 까닭에 사람들이 진정한 진리를 깨닫는데 실패해 왔다는 주장이 있으며, 유일신으로서의 초월적 존재를 ""하느님"" 관념으로, 범신론에서의 초월적 대상을 ""신"" 관념으로 구분해야 한다고 말하기도 한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"그에 따라 중화인민공화국 등 학계 일부에서는 국민국가를 민족국가와 조금 다른, 민족을 배제한 개념으로 쓰고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"1970년대 중반에는 잠시 민주화가 되나 싶었으나, 얼마 지나지 않아 다시 군 독재를 겪었다.",0,0,0,0,0,0,0,0,0,0,hatescore
"1787년 9월 17일, 필라델피아 헌법회의에서 오늘날의 미합중국 헌법이 채택되었으며, 이듬해에 비준되어 이 주들은 강력한 중앙 정부를 둔 단일 공화국이 되었다.",0,0,0,0,0,0,0,0,0,0,hatescore
문서의 저작권은 크리에이티브 커먼즈 저작자표시-동일조건변경허락 4.0에 따라 배포된다.,0,0,0,0,0,0,0,0,0,0,hatescore
‘메갈리아’라는 이름은 디시인사이드 소속의 ‘메르스 갤러리’의 이용자들을 노르웨이의 여성주의 소설인 《이갈리아의 딸들》에 빗대 표현한 것에서 비롯되었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"즉, 제문화의 공존과 통합을 지향하는 ‘강화된 보편주의’로서의 다문화주의가 오히려 제문화의 분리나 차별을 귀결한다는 역설로서 나타나는 경우도 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"목사는 강력한 지도력을 발휘하여 민족의 정신교육을 담당하고, 교회를 통하여 근대화 추진에 끼친 공헌은 지대하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
고대 베트남은 중국의 지배를 받았으나 938년 박당 전투에서 응오 왕조의 시조인 응오꾸옌이 오대 십국의 하나인 남한과 싸워 이겨 독립하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
히스패닉은 역사적으로 고대 이베리아 반도와 그 사람들을 일컫는 명칭이었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"참깨는 참깨과의 한해살이풀, 또는 그 씨이다.",0,0,0,0,0,0,0,0,0,0,hatescore
현재 러시아 인구의 대부분을 이루는 동슬라브족은 9세기 경에는 키예프 루스라고 불리는 중세 슬라브족의 느슨한 민족 연합체가 등장하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
"또 다른 대안적 단어인 퀴어는 원래 ""이상한"",""색다른""등을 나타내는 말이었고 성소수자에 대한 비하명칭으로도 쓰였으나, 지금은 성소수자가 의미를 전복하여 스스로를 표현하는 단어로도 쓰이고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"등장하였고, 1945년에는 독립을 선언하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
다른 여성은 정치적인 이유로 레즈비언 정체성을 채택할 수도 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"상당수 현대 성경 편집자도 이 전통을 이어, 하느님 이름이 적힌 많은 부분을 굵은 볼드체로 'the LORD, 주님'라 대체하고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"광주광역시를 둘러싸며, 서쪽으로 황해에 면하고, 북쪽으로 전라북도, 동쪽으로는 소백산맥의 지리산과 섬진강을 경계로 경상남도, 남쪽으로는 남해를 경계로 제주특별자치도가 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"지질, 기름, 지방이라는 용어는 종종 혼동되기도 한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"이러한 동성애 권리 운동에는 동성 결혼 및 시민 결합, 또는 차별 없는 입양, 고용, 군 복무, 의료 서비스뿐만 아니라 청소년 동성애자들을 보호하기 위한 집단 괴롭힘 방지, 전환 치료 금지 입법 등이 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"대한민국의 경제와 정치 부문에서 특히나 성 불평등이 만연한 반면, 건강과 교육 부문에서는 개선되는 경향을 보인다.",0,0,0,0,0,0,0,0,0,0,hatescore
LGBTQ+ 인권 운동가들과 다른 시민 단체들은 이러한 군사 정책들이 위헌이고 차별적이며 개인의 사생활과 자신의 성적 성향과 성 정체성을 결정할 수 있는 권리라고 주장했다.,0,0,0,0,0,0,0,0,0,0,hatescore
"1986년 아시안 게임, 1988년 하계 올림픽, 2010년 서울 G20 정상회의 등을 개최하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
군대는 주로 국가나 지역의 방위 및 전투의 수행을 목적으로 하여 구성된 무장 조직이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"지방 자치는 국가와 지방 단체와의 관계에서 단체 자치의 요소를, 지방 정부와 주민과의 관계에서 주민 자치의 요소를 아울러 가지고 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"일본 법률상 공식 공용어는 결정되어 있지 않지만, 대부분 야마토 민족의 일본어를 사용한다.",0,0,0,0,0,0,0,0,0,0,hatescore
이집트는 그 어떠한 국가들보다 유구한 역사를 지니고 있는 국가들 중 하나이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"북쪽은 투르크메니스탄·우즈베키스탄·타지키스탄, 북동쪽은 중화인민공화국, 동쪽과 남쪽은 파키스탄, 서쪽은 이란과 맞닿아 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
지역주의자들은 이 용어의 엄격한 의미에서 강력한 중앙 정부를 가진 단일 민족 국가에 대한 연합을 지지한다.,0,0,0,0,0,0,0,0,0,0,hatescore
대상화는 한 개인을 그 사람의 품성이나 존엄성에 상관없이 물건처럼 취급하는 행위를 뜻한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이집트는 UN의 창립 회원국이며, 아랍연맹, 아프리카 연합, 이슬람협력기구의 창립국이기도 하다.",0,0,0,0,0,0,0,0,0,0,hatescore
기독교 신자들은 예수가 구약성경에서 예언한 메시아로서 인류를 구원하려 이 세상에 온 그리스도라고 믿는다.,0,0,0,0,0,0,0,0,0,0,hatescore
제3차 앵글로-아프간 전쟁 이후 1919년 8월 19일에 이 나라는 대영제국에게서 독립을 쟁취하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
"민족마다 초월 존재에 대한 2가지 의식을 가지고 있는데, 만물과 만유를 다스리는 절대적인 분이 유일하다고 생각하는 유일신 사상과 반면에 다양한 초월적 존재, 즉 환경이나 행위마다 길흉화복을 직접 다스리는 귀신들이 있다고 생각하는 범신 사상이다.",0,0,0,0,0,0,0,0,0,0,hatescore
시아파는 예언자 무함마드의 혈통만이 이슬람의 지도자가 될 수 있다는 이슬람의 한 종파이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"조선은 일본과의 외교에서 기본적으로 교린 정책을 유지하였다. 고려 말기부터 번번이 왜구는 한반도의 해안 지대를 침범, 약탈하였는데, 이에 조선 때에 와서는 수군의 군사력을 강화시키기 위해 성능이 뛰어난 대포와 전함을 대량 생산하는 등 이들에 대한 소탕에 노력하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
"핵 보유국이자 지역 강국인 인도는 세계에서 상비군이 3번째로 많은 국가이며, 군비지출은 세계에서 10번째로 높다.",0,0,0,0,0,0,0,0,0,0,hatescore
"말레이시아는 독립 이후 아시아에서 최고의 경제적인 기록을 가지고 있는데, 거의 50년동안의 GDP 성장률이 평균 6.5%라는 것이다.",0,0,0,0,0,0,0,0,0,0,hatescore
1945년 광복 후 김구와 함께 신탁 통치 반대 운동을 주도하였다.,0,0,0,0,0,0,0,0,0,0,hatescore
이날 전두환에게는 징역 8개월에 집행유예 2년이라는 판결이 내려졌다.,0,0,0,0,0,0,0,0,0,0,hatescore
하지만 미군의 철수를 시작으로 탈레반이 승리하기 시작하고 2021년 탈레반 공세를 마지막으로 아프가니스탄 전쟁은 탈레반의 승리로 끝나고 아프가니스탄 이슬람 공화국은 멸망하고 20년만에 아프가니스탄은 탈레반의 손에 들어가게 되었다.,0,0,0,0,0,0,0,0,0,0,hatescore
"자유주의 여성주의자들은 ""여성 종속은 소위 말하는 공적인 세계에서 여성이 성공할 수 있는 경로를 차단하는 관습적이고 법적인 제약에 근간을 둔다""고 믿는다.",0,0,0,0,0,0,0,0,0,0,hatescore
"제노포비아는 외국인 또는 이민족 집단을 혐오, 배척이나 증오하는 것을 말한다.",0,0,0,0,0,0,0,0,0,0,hatescore
"이들은 정치 부문, 행정 부서, 문화적 경계, 언어 지역 및 종교 지리 등으로 구분 될 수 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
"미국의 난민 및 이민 위원회에서는 전 세계 난민 수를 총 62,000,000여명으로 집계했으며, 34,000,000명이 넘는 사람들이 전쟁 때문에 고향을 잃었으며, 이 중에는 자국 내에서 떠도는 국내실향민도 있다.",0,0,0,0,0,0,0,0,0,0,hatescore
많은 트랜스젠더들은 직장과 공공 시설 및 의료 시설에서 차별을 받는다.,0,0,0,0,0,0,0,0,0,0,hatescore
"정신 질환 또는 정신병, 정신 장애는 개인적, 사회적 기능에 있어서 문제를 일으키는 행동·정신적인 이상을 가리킨다.",0,0,0,0,0,0,0,0,0,0,hatescore
"타칭 국명은 스위스 연맹을 지도적으로 형성했던 슈비츠 주에서 유래하였고, 정식 명칭은 로마 제국 시기의 헬베티족 또는 갈리아 지명에서 유래하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
경상북도청 소재지는 안동시 풍천면이다.,0,0,0,0,0,0,0,0,0,0,hatescore
즉 앞의 내용을 따르는 동방교회와 서방교회의 전통을 지닌 모든 교회를 의미한다.,0,0,0,0,0,0,0,0,0,0,hatescore
기원후 70년에 예루살렘이 함락되어 유대교의 성전이 무너진 뒤부터 기독교는 서서히 유대교와 갈라지기 시작했다.,0,0,0,0,0,0,0,0,0,0,hatescore
"교파로는 정교회와 천주교회, 개신교회를 통칭하는 용어이다.",0,0,0,0,0,0,0,0,0,0,hatescore
세계 인구 전체의 60% 정도가 아시아에 거주한다.,0,0,0,0,0,0,0,0,0,0,hatescore
"중앙으로 한강이 흐르고, 북한산, 관악산, 도봉산, 불암산, 인릉산, 청계산, 아차산 등의 산들로 둘러싸인 분지 지형의 도시이다.",0,0,0,0,0,0,0,0,0,0,hatescore
이미 영국에서는 약 한 세기 전부터 괄목할 만한 수준의 니카야 번역 작업이 이뤄지고 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
"이 과정에서 꾸라이쉬 부족의 언어로 그 기재 방법을 통일하였으며, 정통본을 암송자인 하피즈와 함께 이슬람 각지로 파견하여 전파하도록 했으며, 이것이 현재 사용되고 있는 꾸란의 정본이다.",0,0,0,0,0,0,0,0,0,0,hatescore
"19세기 말, 영국령 인도 제국과 러시아 제국이 ""그레이트 게임""을 벌이는 가운데 아프가니스탄은 두 제국의 완충국으로 전락하였다.",0,0,0,0,0,0,0,0,0,0,hatescore
"장관은 국무위원으로, 차관은 정무직공무원으로 보한다.",0,0,0,0,0,0,0,0,0,0,hatescore
그리고 자기들의 지위를 유지하거나 세력을 확장하는 데 이용하고 그 집단을 지칭하는 용어이다.,0,0,0,0,0,0,0,0,0,0,hatescore
"인간개발지수는 전 세계에서 11위, 아시아에서 1위를 차지할 정도로 높은 편이다.",0,0,0,0,0,0,0,0,0,0,hatescore
등재된 것은 1952년 《메리엄-웹스터 대학사전》 제11판이다.,0,0,0,0,0,0,0,0,0,0,hatescore
경상북도의 시 가운데 유일하게 북구와 남구의 2개의 행정구가 있다.,0,0,0,0,0,0,0,0,0,0,hatescore
